Age,Income,Home,Emp_length,Intent,Amount,Rate,High_Interest_Flag,Status,Percent_income,Cred_length,Default
22,31500,MORTGAGE,2,VENTURE,14000,8.9,0,0,0.4444444444444444,3,0
22,31500,OWN,4,VENTURE,8000,6.03,0,0,0.25396825396825395,2,0
21,28200,RENT,2,DEBT CONSOLIDATION,2500,16.77,1,1,0.08865248226950355,2,1
24,28500,RENT,3,DEBT CONSOLIDATION,2500,11.36,0,0,0.08771929824561403,4,0
24,29000,RENT,4,PERSONAL,2500,10.99,0,0,0.08620689655172414,3,0
25,29000,RENT,2,VENTURE,2500,12.84,1,1,0.08620689655172414,3,0
23,30000,RENT,7,MEDICAL,2500,9.88,0,0,0.08333333333333333,2,0
22,31500,MORTGAGE,3,VENTURE,4500,9.88,0,0,0.14285714285714285,2,0
24,31000,RENT,1,EDUCATION,2500,14.54,1,1,0.08064516129032258,3,1
26,31200,RENT,4,VENTURE,2500,10.37,0,0,0.08012820512820513,3,0
21,31544,MORTGAGE,4,MEDICAL,2200,7.9,0,0,0.0697438498605123,2,0
23,31577,OWN,6,EDUCATION,2500,6.92,0,0,0.07917154891218292,4,0
21,32000,RENT,1,VENTURE,2500,7.4,0,0,0.078125,3,0
25,33000,RENT,6,DEBT CONSOLIDATION,2500,10.59,0,0,0.07575757575757576,2,0
23,33448,RENT,2,EDUCATION,2500,11.66,0,0,0.07474288447739776,2,1
23,33500,RENT,2,EDUCATION,2500,15.68,1,1,0.07462686567164178,4,1
21,34368,RENT,0,DEBT CONSOLIDATION,2500,12.87,1,0,0.07274208566108008,2,1
21,31776,MORTGAGE,5,VENTURE,6000,8.9,0,0,0.18882175226586104,3,0
23,34800,RENT,7,EDUCATION,2500,6.39,0,0,0.07183908045977011,2,0
26,35000,RENT,2,MEDICAL,2500,8.9,0,0,0.07142857142857142,3,0
23,35000,RENT,0,DEBT CONSOLIDATION,2500,7.51,0,0,0.07142857142857142,2,0
24,29000,RENT,2,MEDICAL,2500,10.99,0,1,0.08620689655172414,4,0
22,30000,RENT,2,EDUCATION,2500,8.49,0,1,0.08333333333333333,2,0
21,30000,RENT,3,DEBT CONSOLIDATION,2500,7.14,0,1,0.08333333333333333,4,0
22,30000,RENT,0,EDUCATION,2500,13.16,1,1,0.08333333333333333,4,1
25,31920,MORTGAGE,8,MEDICAL,4500,10.99,0,0,0.14097744360902256,2,1
26,37000,RENT,2,VENTURE,2500,7.14,0,0,0.06756756756756757,3,0
26,37225,RENT,4,PERSONAL,2500,10.99,0,0,0.0671591672263264,3,0
26,31992,RENT,0,VENTURE,6500,10.99,0,0,0.20317579394848712,4,0
25,32000,RENT,1,MEDICAL,2500,16.45,1,1,0.078125,2,1
25,38060,RENT,9,DEBT CONSOLIDATION,2500,12.53,1,0,0.06568575932737783,2,0
23,39200,RENT,1,EDUCATION,2500,7.74,0,0,0.06377551020408163,3,0
23,32000,MORTGAGE,7,EDUCATION,10000,11.71,0,0,0.3125,2,0
24,40000,RENT,6,PERSONAL,2500,15.27,1,0,0.0625,3,0
25,40000,RENT,3,MEDICAL,2500,9.99,0,0,0.0625,3,0
23,40000,RENT,0,DEBT CONSOLIDATION,2500,10.99,0,0,0.0625,2,0
25,32000,MORTGAGE,8,DEBT CONSOLIDATION,5600,7.9,0,0,0.175,3,0
22,34000,RENT,2,HOME IMPROVEMENT,2500,13.57,1,1,0.07352941176470588,3,1
22,35500,RENT,6,MEDICAL,2500,15.62,1,1,0.07042253521126761,2,0
24,36000,RENT,2,HOME IMPROVEMENT,2500,16.77,1,1,0.06944444444444445,3,0
21,42000,RENT,5,MEDICAL,2500,9.99,0,0,0.05952380952380952,2,0
22,32000,MORTGAGE,0,EDUCATION,1700,7.9,0,0,0.053125,4,0
23,42000,RENT,0,EDUCATION,2500,11.49,0,0,0.05952380952380952,2,0
23,42000,RENT,4,EDUCATION,2500,13.61,1,0,0.05952380952380952,4,0
22,42000,RENT,0,VENTURE,2500,13.92,1,0,0.05952380952380952,3,1
25,36228,RENT,4,MEDICAL,2500,7.66,0,1,0.06900739759302198,2,0
21,32000,MORTGAGE,4,PERSONAL,2500,11.71,0,1,0.078125,3,0
21,42500,RENT,0,DEBT CONSOLIDATION,2500,10.99,0,0,0.058823529411764705,2,0
26,43000,RENT,3,EDUCATION,2500,13.49,1,0,0.05813953488372093,2,0
22,37000,RENT,2,HOME IMPROVEMENT,2500,17.49,1,1,0.06756756756756757,3,0
25,45000,RENT,5,MEDICAL,2500,12.69,1,0,0.05555555555555555,4,0
21,32000,MORTGAGE,4,MEDICAL,8000,5.99,0,0,0.25,3,0
24,32000,MORTGAGE,5,HOME IMPROVEMENT,6000,5.42,0,0,0.1875,4,0
23,32000,MORTGAGE,4,EDUCATION,2000,5.99,0,0,0.0625,2,0
22,45000,RENT,5,MEDICAL,2500,14.35,1,0,0.05555555555555555,2,1
26,46000,RENT,10,DEBT CONSOLIDATION,2500,8.49,0,0,0.05434782608695652,4,0
26,46500,RENT,1,DEBT CONSOLIDATION,2500,14.72,1,0,0.053763440860215055,3,1
26,47004,RENT,9,MEDICAL,2500,15.65,1,0,0.0531869628116756,3,1
22,32000,MORTGAGE,3,EDUCATION,6000,8.49,0,0,0.1875,2,0
24,48000,RENT,4,EDUCATION,2500,13.35,1,0,0.052083333333333336,4,0
22,49500,RENT,7,MEDICAL,2500,14.27,1,0,0.050505050505050504,2,1
26,32000,MORTGAGE,4,EDUCATION,4900,5.99,0,0,0.153125,3,0
22,45630,RENT,0,EDUCATION,2500,18.64,1,1,0.054788516326977864,2,0
23,51873,RENT,2,VENTURE,2500,10.99,0,0,0.04819462919052301,3,0
22,32000,MORTGAGE,4,EDUCATION,11050,7.49,0,0,0.3453125,2,0
26,52000,RENT,6,DEBT CONSOLIDATION,2500,14.82,1,0,0.04807692307692308,2,1
24,46180,RENT,1,VENTURE,2500,13.98,1,1,0.05413598960588999,3,1
25,54000,RENT,4,PERSONAL,2500,13.98,1,0,0.046296296296296294,2,0
23,54000,RENT,7,EDUCATION,2500,16.32,1,0,0.046296296296296294,2,1
25,32000,MORTGAGE,3,PERSONAL,15000,11.11,0,0,0.46875,4,0
22,54996,RENT,6,DEBT CONSOLIDATION,2500,14.35,1,0,0.04545785148010764,4,1
26,48996,RENT,8,DEBT CONSOLIDATION,2500,14.59,1,1,0.05102457343456609,2,0
25,55000,RENT,4,PERSONAL,2500,7.88,0,0,0.045454545454545456,2,0
22,55000,RENT,5,EDUCATION,2500,10.99,0,0,0.045454545454545456,4,0
23,49000,RENT,1,DEBT CONSOLIDATION,2500,10.99,0,1,0.05102040816326531,2,0
24,57600,RENT,8,EDUCATION,2500,14.72,1,0,0.043402777777777776,3,1
25,32000,MORTGAGE,7,PERSONAL,3250,10.74,0,1,0.1015625,2,0
23,59000,RENT,7,PERSONAL,2500,14.96,1,0,0.0423728813559322,2,0
22,60000,RENT,5,DEBT CONSOLIDATION,2500,10.99,0,0,0.041666666666666664,4,1
25,60000,RENT,9,PERSONAL,2500,8.63,0,0,0.041666666666666664,3,0
23,61000,RENT,3,DEBT CONSOLIDATION,2500,7.49,0,0,0.040983606557377046,3,0
26,32000,MORTGAGE,7,VENTURE,4800,12.61,1,0,0.15,3,1
25,32000,MORTGAGE,3,DEBT CONSOLIDATION,6250,11.49,0,0,0.1953125,3,0
23,63000,RENT,7,EDUCATION,2500,14.72,1,0,0.03968253968253968,2,0
26,64000,RENT,3,MEDICAL,2500,10.99,0,0,0.0390625,3,0
25,65004,RENT,10,MEDICAL,2500,10.08,0,0,0.038459171743277336,2,0
24,69996,RENT,3,DEBT CONSOLIDATION,2500,12.53,1,0,0.035716326647236986,3,0
24,32000,MORTGAGE,4,VENTURE,3000,10.75,0,0,0.09375,4,0
22,54400,RENT,6,MEDICAL,2500,16.49,1,1,0.04595588235294118,3,1
24,32000,MORTGAGE,7,VENTURE,4500,6.76,0,0,0.140625,2,0
24,64000,RENT,4,HOME IMPROVEMENT,2500,11.14,0,1,0.0390625,3,0
24,70082,RENT,5,VENTURE,2500,12.61,1,0,0.03567249793099512,4,0
24,79800,RENT,8,HOME IMPROVEMENT,2500,9.62,0,0,0.03132832080200501,2,0
26,82400,RENT,10,VENTURE,2500,13.92,1,0,0.03033980582524272,3,0
26,85000,RENT,1,EDUCATION,2500,8.59,0,0,0.029411764705882353,2,0
23,92500,RENT,6,VENTURE,2500,10.74,0,0,0.02702702702702703,3,0
24,32000,MORTGAGE,6,EDUCATION,12250,8.94,0,0,0.3828125,4,0
23,112995,RENT,7,VENTURE,2500,7.37,0,0,0.022124872781981504,3,0
26,121000,RENT,2,EDUCATION,2500,7.66,0,0,0.02066115702479339,4,0
26,200004,RENT,7,MEDICAL,2500,13.61,1,0,0.0124997500049999,2,1
23,10560,RENT,0,DEBT CONSOLIDATION,2800,9.99,0,1,0.26515151515151514,4,0
23,13000,RENT,3,PERSONAL,2800,15.21,1,1,0.2153846153846154,2,1
25,13380,RENT,0,PERSONAL,2800,14.61,1,1,0.20926756352765322,2,1
22,14400,RENT,5,VENTURE,2800,6.54,0,1,0.19444444444444445,3,0
22,32000,MORTGAGE,0,VENTURE,6950,7.74,0,0,0.2171875,3,0
21,14800,RENT,5,DEBT CONSOLIDATION,2800,8.0,0,1,0.1891891891891892,3,0
26,15000,RENT,1,EDUCATION,2800,15.31,1,1,0.18666666666666668,4,1
23,32000,MORTGAGE,4,VENTURE,1200,7.68,0,0,0.0375,4,0
21,15600,RENT,0,MEDICAL,2800,7.4,0,1,0.1794871794871795,4,0
23,32000,MORTGAGE,1,DEBT CONSOLIDATION,15000,11.58,0,0,0.46875,4,0
25,20800,RENT,0,HOME IMPROVEMENT,2800,15.21,1,1,0.1346153846153846,4,1
21,32000,OWN,3,PERSONAL,4500,16.0,1,0,0.140625,4,0
24,21168,RENT,3,VENTURE,2800,14.22,1,0,0.13227513227513227,4,1
22,23000,RENT,1,MEDICAL,2800,21.74,1,1,0.12173913043478261,4,0
23,23760,RENT,2,DEBT CONSOLIDATION,2800,10.99,0,0,0.11784511784511785,2,0
23,24000,RENT,2,MEDICAL,2800,11.49,0,1,0.11666666666666667,4,0
25,32000,MORTGAGE,1,DEBT CONSOLIDATION,8000,13.16,1,0,0.25,2,0
21,32000,MORTGAGE,5,DEBT CONSOLIDATION,4200,11.58,0,0,0.13125,2,0
25,32000,MORTGAGE,1,HOME IMPROVEMENT,2500,7.68,0,1,0.078125,3,0
22,32000,MORTGAGE,2,MEDICAL,7500,10.99,0,0,0.234375,3,1
23,26500,RENT,1,EDUCATION,2800,12.29,1,0,0.10566037735849057,3,0
22,27000,RENT,3,MEDICAL,2800,7.51,0,1,0.1037037037037037,3,0
22,32000,OWN,1,MEDICAL,1200,9.96,0,0,0.0375,2,0
23,32000,MORTGAGE,0,HOME IMPROVEMENT,2500,12.8,1,1,0.078125,3,1
23,28800,RENT,5,PERSONAL,2800,10.38,0,0,0.09722222222222222,2,0
22,29376,RENT,1,EDUCATION,2800,7.43,0,0,0.09531590413943355,4,0
26,30000,RENT,4,VENTURE,2800,14.65,1,0,0.09333333333333334,3,1
22,19200,RENT,3,MEDICAL,2850,15.27,1,0,0.1484375,4,1
25,32004,MORTGAGE,4,MEDICAL,7200,5.42,0,0,0.2249718785151856,4,0
25,32004,MORTGAGE,3,PERSONAL,22750,6.17,0,0,0.7108486439195101,4,0
24,45000,RENT,3,MEDICAL,2850,11.86,0,0,0.06333333333333334,2,0
23,32004,OWN,0,EDUCATION,9250,17.19,1,0,0.28902637170353707,4,0
22,90000,RENT,5,VENTURE,2850,5.99,0,0,0.03166666666666667,3,0
23,28000,RENT,2,VENTURE,2875,15.23,1,0,0.10267857142857142,3,1
25,36800,RENT,1,MEDICAL,2875,11.28,0,0,0.078125,4,1
22,32004,MORTGAGE,6,EDUCATION,10000,7.51,0,0,0.31246094238220223,2,0
26,66000,RENT,0,DEBT CONSOLIDATION,2875,7.49,0,0,0.043560606060606064,2,0
24,32004,MORTGAGE,5,VENTURE,14000,12.73,1,0,0.4374453193350831,4,0
21,19000,RENT,0,PERSONAL,2900,8.0,0,0,0.15263157894736842,2,0
26,31200,RENT,0,MEDICAL,2900,9.91,0,0,0.09294871794871795,2,0
22,31500,RENT,3,DEBT CONSOLIDATION,2900,10.99,0,1,0.09206349206349207,4,0
25,50000,RENT,0,EDUCATION,2900,8.0,0,0,0.058,4,0
22,27000,RENT,5,PERSONAL,2925,10.71,0,0,0.10833333333333334,4,0
22,32004,MORTGAGE,6,EDUCATION,10000,10.83,0,0,0.31246094238220223,3,0
22,32004,OWN,0,EDUCATION,6600,9.07,0,0,0.20622422197225346,3,0
22,25000,RENT,0,VENTURE,2975,9.96,0,0,0.119,2,0
21,49800,RENT,6,EDUCATION,2975,7.9,0,0,0.05973895582329317,2,0
22,32112,MORTGAGE,4,PERSONAL,15000,13.98,1,0,0.4671150971599402,3,0
24,10000,RENT,8,PERSONAL,3000,7.9,0,1,0.3,3,0
23,32198,MORTGAGE,3,EDUCATION,1000,10.95,0,0,0.03105782967886204,2,0
21,12000,RENT,5,EDUCATION,3000,8.9,0,1,0.25,4,0
21,12000,RENT,0,VENTURE,3000,7.88,0,1,0.25,3,0
23,13200,RENT,0,DEBT CONSOLIDATION,3000,10.99,0,1,0.22727272727272727,3,0
21,32268,OWN,0,MEDICAL,8000,8.0,0,0,0.24792363951902813,3,0
23,14000,RENT,4,VENTURE,3000,7.74,0,1,0.21428571428571427,3,0
21,14400,RENT,2,MEDICAL,3000,13.43,1,1,0.20833333333333334,3,1
22,32352,MORTGAGE,6,HOME IMPROVEMENT,1000,15.27,1,1,0.030909990108803166,2,1
21,14400,RENT,2,HOME IMPROVEMENT,3000,9.63,0,1,0.20833333333333334,2,0
23,32388,MORTGAGE,0,EDUCATION,6000,10.71,0,0,0.1852537977028529,4,0
26,14400,RENT,1,VENTURE,3000,10.99,0,1,0.20833333333333334,2,0
22,15000,RENT,3,EDUCATION,3000,9.91,0,1,0.2,3,0
22,15000,RENT,2,VENTURE,3000,7.51,0,1,0.2,4,0
22,32400,MORTGAGE,6,VENTURE,4200,10.99,0,0,0.12962962962962962,4,0
25,32400,MORTGAGE,9,PERSONAL,10000,13.99,1,0,0.30864197530864196,3,1
22,32400,MORTGAGE,4,PERSONAL,5000,7.49,0,0,0.15432098765432098,3,0
25,32400,MORTGAGE,2,DEBT CONSOLIDATION,4800,7.29,0,0,0.14814814814814814,4,0
22,32400,MORTGAGE,6,EDUCATION,3625,6.92,0,0,0.11188271604938271,3,0
23,16080,RENT,4,DEBT CONSOLIDATION,3000,16.29,1,1,0.1865671641791045,2,1
21,32400,MORTGAGE,2,EDUCATION,10000,5.42,0,0,0.30864197530864196,2,0
22,16320,RENT,0,HOME IMPROVEMENT,3000,13.92,1,1,0.18382352941176472,4,1
26,17280,RENT,0,HOME IMPROVEMENT,3000,10.99,0,1,0.1736111111111111,4,0
25,17400,RENT,0,EDUCATION,3000,11.83,0,1,0.1724137931034483,4,0
23,17520,RENT,5,DEBT CONSOLIDATION,3000,10.37,0,1,0.17123287671232876,4,0
21,17916,RENT,1,MEDICAL,3000,6.0,0,1,0.16744809109176156,3,0
23,18000,RENT,1,HOME IMPROVEMENT,3000,11.71,0,1,0.16666666666666666,4,0
21,18000,RENT,0,DEBT CONSOLIDATION,3000,7.9,0,1,0.16666666666666666,2,0
22,32400,MORTGAGE,1,DEBT CONSOLIDATION,5500,10.99,0,0,0.1697530864197531,2,0
21,32400,MORTGAGE,5,PERSONAL,5000,16.0,1,1,0.15432098765432098,2,0
24,18000,RENT,5,PERSONAL,3000,15.27,1,1,0.16666666666666666,2,1
23,18000,RENT,1,HOME IMPROVEMENT,3000,15.99,1,1,0.16666666666666666,2,1
22,18000,RENT,0,MEDICAL,3000,13.99,1,1,0.16666666666666666,4,1
26,32450,MORTGAGE,5,MEDICAL,3250,6.99,0,0,0.10015408320493066,4,0
22,18000,RENT,3,DEBT CONSOLIDATION,3000,10.59,0,1,0.16666666666666666,3,0
23,18000,RENT,4,PERSONAL,3000,13.06,1,1,0.16666666666666666,2,0
22,18000,RENT,2,VENTURE,3000,10.99,0,1,0.16666666666666666,2,0
22,18000,RENT,1,PERSONAL,3000,11.86,0,1,0.16666666666666666,2,0
25,32500,MORTGAGE,3,EDUCATION,12500,7.9,0,0,0.38461538461538464,4,0
21,18008,RENT,1,MEDICAL,3000,9.7,0,1,0.16659262549977788,2,0
22,32500,MORTGAGE,6,DEBT CONSOLIDATION,2500,6.99,0,0,0.07692307692307693,3,0
21,18864,RENT,0,HOME IMPROVEMENT,3000,10.99,0,1,0.15903307888040713,4,0
22,32500,MORTGAGE,5,DEBT CONSOLIDATION,14500,11.99,0,0,0.4461538461538462,4,0
22,19000,RENT,5,VENTURE,3000,13.06,1,1,0.15789473684210525,2,0
23,19200,RENT,3,VENTURE,3000,12.99,1,1,0.15625,2,1
23,19200,RENT,0,PERSONAL,3000,9.99,0,1,0.15625,3,0
24,32500,MORTGAGE,6,MEDICAL,6600,12.73,1,0,0.20307692307692307,4,0
26,32500,MORTGAGE,8,MEDICAL,3000,13.22,1,0,0.09230769230769231,4,0
26,32500,MORTGAGE,0,HOME IMPROVEMENT,3500,8.59,0,0,0.1076923076923077,2,0
21,19200,RENT,0,PERSONAL,3000,10.99,0,1,0.15625,2,0
22,19200,RENT,0,HOME IMPROVEMENT,3000,10.99,0,1,0.15625,3,1
22,20000,RENT,2,EDUCATION,3000,13.11,1,0,0.15,4,0
21,20004,RENT,2,EDUCATION,3000,10.37,0,0,0.14997000599880023,3,0
24,20004,RENT,3,VENTURE,3000,10.99,0,0,0.14997000599880023,4,0
23,20800,RENT,0,DEBT CONSOLIDATION,3000,11.46,0,0,0.14423076923076922,4,0
25,32760,MORTGAGE,6,VENTURE,6000,10.59,0,0,0.18315018315018314,2,0
26,21000,RENT,3,PERSONAL,3000,10.59,0,0,0.14285714285714285,2,0
23,21000,RENT,2,DEBT CONSOLIDATION,3000,12.68,1,0,0.14285714285714285,2,1
22,21600,RENT,2,EDUCATION,3000,13.49,1,0,0.1388888888888889,3,0
21,32900,MORTGAGE,2,MEDICAL,3000,9.99,0,0,0.0911854103343465,2,0
22,32968,OWN,6,EDUCATION,16500,8.9,0,0,0.5004853190973064,4,0
24,22000,RENT,3,PERSONAL,3000,10.33,0,0,0.13636363636363635,2,0
22,22800,RENT,3,MEDICAL,3000,6.62,0,0,0.13157894736842105,3,0
22,23000,RENT,4,MEDICAL,3000,5.79,0,0,0.13043478260869565,2,0
24,23000,RENT,0,EDUCATION,3000,8.0,0,0,0.13043478260869565,3,0
22,33000,OWN,6,PERSONAL,12000,9.91,0,0,0.36363636363636365,2,0
24,30000,RENT,2,EDUCATION,3000,6.03,0,0,0.1,3,0
22,30000,RENT,6,MEDICAL,3000,10.99,0,0,0.1,4,0
24,30000,RENT,4,DEBT CONSOLIDATION,3000,19.29,1,1,0.1,2,1
24,30000,RENT,2,PERSONAL,3000,7.49,0,0,0.1,3,0
22,33000,MORTGAGE,6,VENTURE,8875,10.65,0,0,0.2689393939393939,4,0
23,30000,RENT,2,VENTURE,3000,7.49,0,0,0.1,2,0
24,30000,RENT,1,PERSONAL,3000,10.37,0,0,0.1,2,0
23,30000,RENT,0,MEDICAL,3000,5.79,0,0,0.1,3,0
25,30000,RENT,3,DEBT CONSOLIDATION,3000,12.98,1,0,0.1,3,0
23,30000,RENT,3,MEDICAL,3000,15.2,1,1,0.1,2,1
21,30000,RENT,5,PERSONAL,3000,9.62,0,0,0.1,4,0
25,30000,RENT,3,PERSONAL,3000,13.61,1,0,0.1,2,0
22,30000,RENT,3,PERSONAL,3000,11.12,0,0,0.1,3,0
21,30000,RENT,4,EDUCATION,3000,16.32,1,0,0.1,3,1
24,30000,RENT,8,MEDICAL,3000,11.86,0,0,0.1,4,0
24,30000,RENT,1,DEBT CONSOLIDATION,3000,13.98,1,1,0.1,2,1
25,30000,RENT,4,MEDICAL,3000,10.99,0,0,0.1,4,0
21,33000,OWN,4,PERSONAL,2500,6.03,0,0,0.07575757575757576,4,0
25,33000,MORTGAGE,6,EDUCATION,8000,6.62,0,0,0.24242424242424243,4,0
21,33000,MORTGAGE,5,HOME IMPROVEMENT,2000,14.27,1,1,0.06060606060606061,4,0
25,30000,RENT,4,HOME IMPROVEMENT,3000,12.21,1,1,0.1,4,0
21,30000,RENT,2,EDUCATION,3000,11.89,0,0,0.1,4,0
25,33000,MORTGAGE,9,MEDICAL,3000,11.99,0,0,0.09090909090909091,2,0
24,30960,RENT,5,MEDICAL,3000,15.62,1,0,0.09689922480620156,4,0
25,33000,MORTGAGE,9,VENTURE,5000,8.49,0,0,0.15151515151515152,3,0
26,31131,RENT,0,MEDICAL,3000,13.36,1,1,0.09636696540425942,4,1
26,33000,OWN,4,VENTURE,10150,8.49,0,0,0.30757575757575756,2,0
22,31200,RENT,3,EDUCATION,3000,11.86,0,0,0.09615384615384616,4,0
23,31200,RENT,2,EDUCATION,3000,11.89,0,0,0.09615384615384616,2,0
22,31356,RENT,0,DEBT CONSOLIDATION,3000,7.68,0,0,0.09567546880979717,4,0
23,33000,MORTGAGE,3,PERSONAL,8325,15.99,1,0,0.25227272727272726,3,0
24,33000,MORTGAGE,3,PERSONAL,1250,19.29,1,0,0.03787878787878788,4,0
23,33000,MORTGAGE,4,EDUCATION,8000,7.49,0,0,0.24242424242424243,3,0
25,32000,RENT,3,DEBT CONSOLIDATION,3000,8.94,0,0,0.09375,3,0
24,32000,RENT,4,MEDICAL,3000,12.29,1,0,0.09375,2,1
24,33000,MORTGAGE,8,HOME IMPROVEMENT,2050,13.49,1,1,0.06212121212121212,2,0
25,32004,RENT,0,DEBT CONSOLIDATION,3000,9.32,0,0,0.09373828271466067,2,0
23,32400,RENT,6,VENTURE,3000,10.0,0,0,0.09259259259259259,2,0
22,32400,RENT,5,PERSONAL,3000,16.45,1,0,0.09259259259259259,3,0
26,32640,RENT,7,VENTURE,3000,10.75,0,0,0.09191176470588236,2,0
26,33000,RENT,7,MEDICAL,3000,5.99,0,0,0.09090909090909091,4,0
22,33000,MORTGAGE,5,DEBT CONSOLIDATION,12375,7.29,0,0,0.375,2,0
25,33000,RENT,3,VENTURE,3000,5.99,0,0,0.09090909090909091,2,0
25,33000,RENT,6,PERSONAL,3000,10.95,0,0,0.09090909090909091,4,0
26,33189,RENT,4,EDUCATION,3000,11.12,0,0,0.09039139473922082,2,0
23,34008,RENT,5,VENTURE,3000,10.0,0,0,0.08821453775582216,4,0
22,34500,RENT,3,DEBT CONSOLIDATION,3000,11.83,0,0,0.08695652173913043,2,0
25,29000,RENT,9,MEDICAL,3000,6.62,0,1,0.10344827586206896,2,0
22,35000,RENT,0,EDUCATION,3000,10.99,0,0,0.08571428571428572,2,0
23,35000,RENT,4,PERSONAL,3000,13.85,1,0,0.08571428571428572,3,0
22,35000,RENT,5,EDUCATION,3000,10.01,0,0,0.08571428571428572,2,0
22,29244,RENT,0,DEBT CONSOLIDATION,3000,13.3,1,1,0.10258514567090685,2,1
24,35256,RENT,2,DEBT CONSOLIDATION,3000,10.74,0,0,0.08509189925119129,2,0
22,36000,RENT,0,PERSONAL,3000,11.71,0,0,0.08333333333333333,3,0
23,36000,RENT,0,MEDICAL,3000,7.29,0,0,0.08333333333333333,3,0
26,36000,RENT,3,EDUCATION,3000,7.88,0,0,0.08333333333333333,4,0
24,36000,RENT,0,EDUCATION,3000,13.92,1,0,0.08333333333333333,3,1
23,33000,MORTGAGE,2,DEBT CONSOLIDATION,3000,14.35,1,0,0.09090909090909091,3,1
24,36600,RENT,4,DEBT CONSOLIDATION,3000,9.33,0,0,0.08196721311475409,2,0
25,37000,RENT,2,MEDICAL,3000,11.71,0,0,0.08108108108108109,2,0
21,33000,MORTGAGE,5,PERSONAL,7800,9.88,0,0,0.23636363636363636,2,0
21,37000,RENT,0,EDUCATION,3000,6.39,0,0,0.08108108108108109,3,0
25,31000,RENT,1,HOME IMPROVEMENT,3000,10.99,0,1,0.0967741935483871,4,0
24,38000,RENT,2,EDUCATION,3000,13.06,1,0,0.07894736842105263,4,0
21,38000,RENT,5,DEBT CONSOLIDATION,3000,7.05,0,0,0.07894736842105263,4,0
22,38000,RENT,0,EDUCATION,3000,10.28,0,0,0.07894736842105263,3,0
22,33000,MORTGAGE,4,EDUCATION,12500,14.26,1,0,0.3787878787878788,2,0
24,33000,MORTGAGE,0,MEDICAL,8125,8.59,0,0,0.24621212121212122,4,0
25,33000,MORTGAGE,4,EDUCATION,4400,8.0,0,0,0.13333333333333333,3,0
24,38400,RENT,8,PERSONAL,3000,17.56,1,0,0.078125,2,1
25,38748,RENT,2,PERSONAL,3000,7.29,0,0,0.0774233508826262,3,0
24,33000,MORTGAGE,3,VENTURE,4000,13.04,1,0,0.12121212121212122,4,0
26,33000,RENT,2,MEDICAL,3000,11.49,0,1,0.09090909090909091,3,0
22,39996,RENT,4,PERSONAL,3000,14.35,1,0,0.075007500750075,3,1
26,33000,MORTGAGE,10,PERSONAL,7000,7.43,0,0,0.21212121212121213,4,0
23,33012,OWN,2,EDUCATION,12200,10.99,0,0,0.3695625833030413,4,0
23,40000,RENT,2,PERSONAL,3000,13.49,1,0,0.075,3,0
24,40000,RENT,1,PERSONAL,3000,10.74,0,0,0.075,3,0
23,33098,MORTGAGE,4,DEBT CONSOLIDATION,9000,16.29,1,1,0.27191975345942354,3,1
21,40000,RENT,0,VENTURE,3000,10.99,0,0,0.075,3,0
21,33168,MORTGAGE,6,PERSONAL,6425,9.63,0,0,0.19371080559575493,3,0
25,40000,RENT,2,MEDICAL,3000,10.25,0,0,0.075,2,0
24,40000,RENT,1,MEDICAL,3000,14.22,1,0,0.075,4,0
22,37000,RENT,2,DEBT CONSOLIDATION,3000,20.3,1,1,0.08108108108108109,2,0
23,43000,RENT,1,EDUCATION,3000,8.49,0,0,0.06976744186046512,4,0
22,37000,RENT,6,DEBT CONSOLIDATION,3000,11.11,0,1,0.08108108108108109,2,0
23,37000,RENT,7,EDUCATION,3000,10.75,0,1,0.08108108108108109,4,0
25,43200,RENT,3,PERSONAL,3000,13.8,1,0,0.06944444444444445,3,1
22,43200,RENT,4,EDUCATION,3000,13.72,1,0,0.06944444444444445,3,1
22,43500,RENT,0,EDUCATION,3000,5.42,0,0,0.06896551724137931,3,0
24,43500,RENT,1,PERSONAL,3000,8.0,0,0,0.06896551724137931,2,0
21,33280,MORTGAGE,5,VENTURE,11200,13.92,1,1,0.33653846153846156,4,0
23,43949,RENT,7,MEDICAL,3000,11.49,0,0,0.06826093881544518,3,0
23,44000,RENT,2,MEDICAL,3000,9.25,0,0,0.06818181818181818,3,0
23,33300,OWN,2,VENTURE,9000,13.57,1,0,0.2702702702702703,4,1
25,33316,MORTGAGE,4,VENTURE,5000,6.54,0,0,0.15007804058110216,2,0
24,33321,OWN,4,VENTURE,12250,13.11,1,0,0.36763602532937184,4,1
24,33360,MORTGAGE,6,DEBT CONSOLIDATION,6000,10.59,0,0,0.17985611510791366,3,0
24,33360,MORTGAGE,7,HOME IMPROVEMENT,2500,7.14,0,0,0.0749400479616307,3,0
25,45000,RENT,4,MEDICAL,3000,7.9,0,0,0.06666666666666667,4,0
24,33390,MORTGAGE,4,HOME IMPROVEMENT,10000,10.99,0,0,0.2994908655286014,4,0
24,45000,RENT,8,MEDICAL,3000,7.49,0,0,0.06666666666666667,4,0
24,45000,RENT,1,DEBT CONSOLIDATION,3000,9.99,0,0,0.06666666666666667,4,0
22,45000,RENT,3,PERSONAL,3000,11.99,0,0,0.06666666666666667,4,0
26,39000,RENT,11,EDUCATION,3000,10.99,0,1,0.07692307692307693,2,1
24,39000,RENT,0,MEDICAL,3000,14.61,1,1,0.07692307692307693,4,1
